Hotel_Name,Hotel_Rating,City,Hotel_Price,Feature
Citrus Prime Raipur,4.2,raipur,2544.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly"
Hotel Vennington Court,4.0,raipur,3297.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
"Babylon International, Raipur",4.1,raipur,3977.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle"
Hotel Grand Canyon,3.9,raipur,4479.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
"Babylon Capital, Raipur",4.2,raipur,4875.0,"Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,Full-service laundry"
Hotel Trimurti Inn,3.8,raipur,659.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry"
Hotel Punjab Palace,4.0,raipur,1583.0,"3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly"
Hotel Shanti Home,3.4,raipur,1391.0,"3-star hotel,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
Hotel Vennington Court,4.0,raipur,3297.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
Hotel Simran,4.0,raipur,1764.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle"
Treebo Trend C Plaza - MG Road Vijayawada,4.3,vijayawada,2235.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
Treebo Trend Alankar Inn,3.7,vijayawada,2769.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Business center"
Hotel Sree Vasudev,4.2,vijayawada,491.0,"Free Wi-Fi,Pool,Air conditioning,Room service,Kitchen,Airport shuttle,Full-service laundry,Accessible,0"
Hotel Kosala,4.3,vijayawada,1460.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
"Lemon Tree Premier,Vijayawada",4.4,vijayawada,4949.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Restaurant,Room service,Kitchen"
Hotel Mamata,3.5,vijayawada,944.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Mango Hotels Vybrant,4.1,vijayawada,2486.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen"
New Continental Park Hotel,3.9,vijayawada,2100.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible"
"Red Fox Hotel, Vijayawada",4.0,vijayawada,3149.0,"Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry"
"PARK IRIS HOTELS, Vijayawada",4.0,vijayawada,2023.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Full-service laundry,0,0,0"
The Eden Park Boutique Hotel,4.4,vijayawada,1995.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible"
Hotel Sai Rama,4.4,vijayawada,1188.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly"
Hotel Minerva Grand Vijayawada,4.0,vijayawada,3126.0,"4-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Vishnu Paradise,4.1,vijayawada,1519.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen,Airport shuttle"
Hotel Aira,4.1,vijayawada,2704.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible"
"Vivanta Vijayawada, MG Road",4.3,vijayawada,6600.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Hotel Manorama,4.0,vijayawada,3299.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle"
Haian - An Olive Tree Hotel - Hotel in Vijayawada,3.8,vijayawada,1901.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
Hotel SK Riverfront,4.2,vijayawada,1533.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0"
Treebo Trend Arka Vijayawada,4.5,vijayawada,2044.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Room service,Kitchen,Full-service laundry,Business center,0"
Hotel Park N,3.9,vijayawada,2776.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Ibis Coimbatore City Centre,4.4,coimbatore,3472.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service"
Hash Six Hotels,4.2,coimbatore,3213.0,"4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa"
Hotel Grand Palace,4.0,coimbatore,1310.0,"3-star hotel,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Restaurant,Room service,Airport shuttle,Full-service laundry"
Holiday Residency,4.4,coimbatore,2874.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
IVY Residency,4.4,coimbatore,1316.0,"Free Wi-Fi,Free parking,Air conditioning,0,0,0,0,0,0"
"Crystal Lake Suites, Coimbatore",4.7,coimbatore,1806.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Accessible"
Sugam Hotel Pvt Ltd,3.2,coimbatore,650.0,"2-star hotel,Free breakfast,Free Wi-Fi,Room service,Full-service laundry,Kid-friendly,0,0,0"
Hotel Lovely Nest,4.0,coimbatore,894.0,"Breakfast,Wi-Fi,Free parking,Air conditioning,Pet-friendly,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly"
HOTEL RAAMUS,3.6,coimbatore,968.0,"1-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Full-service laundry"
Hotel Thaai Coimbatore - Opposite Railway Station,3.9,coimbatore,1568.0,"3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly"
Hotel Vintage Castle,4.4,coimbatore,1592.0,"Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,Business center,0"
Hotel Kooloth Lake View Residency,3.5,coimbatore,881.0,"2-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Room service,Full-service laundry,Kid-friendly,0,0"
iStay - Hotels in Coimbatore,4.3,coimbatore,2502.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly"
Ibis Coimbatore City Centre,4.4,coimbatore,3437.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service"
Hotel Chanma International,3.4,coimbatore,1082.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service"
Chetinaad Courtyard,4.1,coimbatore,2500.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly"
"Welcomhotel By ITC Hotels, Race Course, Coimbatore- LEED® Platinum and Zero Carbon Certified Premium Hotel| Centrally located",4.5,coimbatore,5695.0,"5-star hotel,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant"
"HOTEL VIJAY PARK INN, RAMNAGAR, COIMBATORE, TAMILNADU",4.1,coimbatore,2177.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry"
"FabHotel Jansi Deluxe - Hotel in Gandhipuram, Coimbatore",3.2,coimbatore,1411.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly"
Plaza Inn,4.0,coimbatore,1646.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
IKON by Annapoorna,4.5,coimbatore,4278.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service"
Itsy By Treebo - Corner stay,3.8,coimbatore,2453.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly"
Hotel The Grand Palace,4.1,ghaziabad,2132.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,Room service"
The Roseman Hotel & Suites,4.3,ghaziabad,2727.0,"Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle"
Taj Studios - Luxury Stay in Gaur City Mall (1st time in Greate Noida West),3.1,ghaziabad,2335.0,"Sleeps 3,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi"
Mahagun Sarovar Portico Suites,4.1,ghaziabad,5040.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Swiss Hotel,3.7,ghaziabad,1519.0,"3-star hotel,Free breakfast,Paid parking,Pool,Restaurant,Room service,Full-service laundry,Kid-friendly,0"
The Roseman Hotel & Suites,4.3,ghaziabad,2426.0,"Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle"
Hotel Royal Park,3.6,ghaziabad,2258.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service"
"Country Inn & Suites by Radisson, Sahibabad, Distt Ghaziabad (U.P.)",4.5,ghaziabad,8439.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa"
"Luxury Stay in Mall with PVR, Shopper Stop, Lifestyle, Food Court With All Brands",2.6,ghaziabad,2237.0,"Sleeps 2,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib"
Green Palms Hotel,4.1,ghaziabad,4023.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Bar,Restaurant,Room service,Kitchen,Full-service laundry"
Hotel Krishna Sagar NH 24,3.7,ghaziabad,2170.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry"
Golden Tulip Vasundhara,4.1,ghaziabad,7370.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service"
Kinsfolk,4.0,ghaziabad,1275.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Room service,Kitchen,Full-service laundry,0,0"
Rosellia Banquets & Suites,4.5,ghaziabad,1904.0,"0,0,0,0,0,0,0,0,0"
Hotel frank Inn,3.6,ghaziabad,651.0,"3-star hotel,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,0"
Hotel Royal Residency,3.6,ghaziabad,1600.0,"3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry"
Clarks Inn Kaushambi,3.2,ghaziabad,1791.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly"
Ace Manor (L'ELEGANT Hotel & Banquet),3.8,ghaziabad,1906.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry"
Hotel The Grand Palace,4.1,ghaziabad,2131.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,Room service"
Hotel Krishna Sagar,4.0,ghaziabad,3819.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry"
Bharat Guest House by Golden Plate,4.2,ghaziabad,2464.0,"0,0,0,0,0,0,0,0,0"
Itsy by Treebo - Royal Galaxy,4.0,allahabad,1342.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Pet-friendly,Room service,Kitchen,Full-service laundry,0"
Hotel Ravisha Continental,4.0,allahabad,3486.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly"
Hotel Triveni Darshan,4.1,allahabad,1429.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
The Prayaraj House,3.0,allahabad,1216.0,"Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,No crib,No elevator,No fitness center"
Hotel Prayag,3.5,allahabad,1680.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen"
Grand Continental Hotel,4.1,allahabad,4309.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
"Hotel Kanha Shyam, Prayagraj",4.1,allahabad,4375.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant"
WelcomHeritage Badi Kothi,4.3,allahabad,6738.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0"
Hotel Hira Inn,4.8,allahabad,3226.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0"
Luxmi Hotel,2.9,allahabad,646.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly"
Hotel Milan (A Boutique Hotel),3.6,allahabad,1572.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle"
Hotel Haidri Inn,3.4,allahabad,569.0,"Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,0,0"
Orchard One Hotel,3.9,allahabad,3040.0,"Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0"
City Hotel,3.1,allahabad,816.0,"2-star hotel,Free Wi-Fi,Pool,Air conditioning,Pet-friendly,Restaurant,Kitchen,Full-service laundry,Kid-friendly"
Hotel Fortune Suites,4.9,allahabad,1736.0,"0,0,0,0,0,0,0,0,0"
Hotel Prayag Inn,3.9,allahabad,2470.0,"3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle"
Advantage Inn,4.6,allahabad,2423.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Room service,Full-service laundry,Smoke-free,0,0"
Landmark Inn,4.3,allahabad,2622.0,"Free breakfast,Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0"
"Millennium Inn, Prayagraj",4.2,allahabad,4631.0,"4-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Stay Inn Hotel,3.7,allahabad,1535.0,"3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly"
Hotel Hira Inn,4.8,allahabad,4212.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0"
City Hotel,3.1,allahabad,817.0,"2-star hotel,Free Wi-Fi,Pool,Air conditioning,Pet-friendly,Restaurant,Kitchen,Full-service laundry,Kid-friendly"
Treebo Trend Grand Town House,4.2,faridabad,1578.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry"
Hotel Sewa Grand,3.6,faridabad,2963.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen"
Vibe By The LaLiT Traveller,4.0,faridabad,2763.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Goldfinch Hotel Delhi NCR,3.9,faridabad,3829.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Vivanta Surajkund,4.5,faridabad,6946.0,"5-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa"
"Radisson Blu Hotel, Faridabad",4.6,faridabad,6437.0,"5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Hotel Delite,3.9,faridabad,2940.0,"Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0"
Park Plaza Faridabad,4.1,faridabad,7252.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Lavit Hotel,4.2,faridabad,2329.0,"0,0,0,0,0,0,0,0,0"
Sarovar Portico Surajkund,3.9,faridabad,4021.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,Airport shuttle"
Ceremony Hotel and Banquets,4.1,faridabad,1282.0,"0,0,0,0,0,0,0,0,0"
Ginger Faridabad,3.6,faridabad,3023.0,"3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0"
Hotel Bay Laurel Retreat,4.3,faridabad,3724.0,"Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,0"
SKY MANSION,4.3,faridabad,3344.0,"Free Wi-Fi,0,0,0,0,0,0,0,0"
Hotel View - A Boutique Hotel,4.2,faridabad,1337.0,"0,0,0,0,0,0,0,0,0"
Hotel Saffron Kiran,3.9,faridabad,3004.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service"
Vibe By The LaLiT Traveller,4.0,faridabad,3890.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Goldfinch Hotel Delhi NCR,3.9,faridabad,5039.0,"4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant"
Canary Inn,3.9,hazaribagh,3483.0,"0,0,0,0,0,0,0,0,0"
Hotel Nikunj,4.0,hazaribagh,2722.0,"Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,0,0,0,0"
Hotel Hill Side,3.8,hazaribagh,1411.0,"Free breakfast,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,0,0,0"
Canary Inn,3.9,hazaribagh,3357.0,"0,0,0,0,0,0,0,0,0"
Hotel Skylok,3.3,hazaribagh,6771.0,"Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0,0"
Hotel Sri Vinayak,3.8,hazaribagh,4272.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,Full-service laundry"
Hotel Aranya Vihar,4.2,hazaribagh,2563.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Samrat Inn,3.6,hazaribagh,3515.0,"Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,0,0,0"
Hotel AK International,3.6,hazaribagh,4060.0,"0,0,0,0,0,0,0,0,0"
Hotel Nikunj,4.0,hazaribagh,1845.0,"Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,0,0,0,0"
Hotel Yamuna palace,3.6,hazaribagh,2079.0,"Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,0,0,0,0"
Hotel Nandgaon & Highway Delight Veg. Restaurant,3.8,hazaribagh,1526.0,"3-star hotel,Free breakfast,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,0"
Hotel Bhandara Park,4.0,hazaribagh,2527.0,"Free Wi-Fi,Kitchen,Full-service laundry,0,0,0,0,0,0"
"Manokamna Restaurant, Bar & Lodge",3.7,hazaribagh,5123.0,"Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0"
"Manokamna Restaurant, Bar & Lodge",3.7,hazaribagh,5199.0,"Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0"
Hotel Aranya Vihar,4.2,hazaribagh,2600.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Om Inn,4.9,gandhinagar,2240.0,"0,0,0,0,0,0,0,0,0"
Hotel The Grand Vinayak,4.3,gandhinagar,2034.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free"
Hotel Green City,4.2,gandhinagar,1818.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible"
Infocity Club And Resort,4.2,gandhinagar,3640.0,"Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Kitchen,Accessible"
Hotel Prominent Corporate Residency,4.3,gandhinagar,4256.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen"
7 Wonders Hotel & Restaurant,4.1,gandhinagar,2190.0,"Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly"
Hotel The Grand Vinayak,4.3,gandhinagar,2034.0,"Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free"
Hotel Midway Residency,3.5,gandhinagar,1454.0,"3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry"
"Fortune Inn Haveli, Gandhinagar - Member ITC's hotel group",4.4,gandhinagar,7224.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service"
Skylon Hotel,4.4,gandhinagar,1698.0,"Pool,Air conditioning,Wi-Fi,Paid parking,Restaurant,Kid-friendly,Smoke-free,0,0"
The Leela Gandhinagar,4.6,gandhinagar,11682.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Hotel Middletown,4.0,gandhinagar,1904.0,"Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0"
Super OYO Hotel Siddharth Inn,3.8,gandhinagar,1315.0,"3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry"
Cambay Sapphire Gandhinagar,3.4,gandhinagar,4284.0,"4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant"
Hotel Berlin - Gandhinagar,3.8,gandhinagar,1853.0,"Free breakfast,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly"
Hotel tulsi palace,3.7,gandhinagar,1230.0,"0,0,0,0,0,0,0,0,0"
Hotel President Inn,3.8,gandhinagar,2194.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Full-service laundry,Smoke-free"
"FabHotel Siddharth Corporate - Hotels in Vavol, Gandhinagar",4.2,gandhinagar,1916.0,"Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,0,0"
HOTEL HILL CITY,4.4,gandhinagar,2240.0,"Free Wi-Fi,Paid parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,0,0,0"
Hotel Om Inn,4.9,gandhinagar,2240.0,"0,0,0,0,0,0,0,0,0"
Perfect Room in Perfect Bungalow,3.6,gandhinagar,3710.0,"Sleeps 16,4 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator"
Rooms in a Fully Furnished Bungalow,4.1,gandhinagar,5600.0,"Villa,Sleeps 3,1 bedroom,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator"
FabHotel Prime Blue Moon,4.2,gandhinagar,3312.0,"Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly"
Hotel Siddharth inn,3.9,gandhinagar,2333.0,"Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0"
Hotel TRIDEV,4.0,varanasi,3808.0,"3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Airport shuttle"
"Hotel Surya, Kaiser Palace",4.2,varanasi,4214.0,"3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Bar"
Varanasi Villa,4.4,varanasi,2778.0,"Sleeps 24,12 bedrooms,12 bathrooms,Air conditioning,Kid-friendly,Kitchen,Pet-friendly,Free Wi-Fi,No fitness center"
Hotel Four Element,4.4,varanasi,3566.0,"Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Accessible,0"
goSTOPS Varanasi,4.2,varanasi,978.0,"2-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Pet-friendly,Restaurant,Airport shuttle,Full-service laundry"
Radisson Hotel Varanasi,4.2,varanasi,7824.0,"5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar"
Pearl Courtyard,4.3,varanasi,6957.0,"4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Yash Residency Near Assi Ghat & BHU,3.8,varanasi,1338.0,"3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Accessible"
Royal Guest House,4.1,varanasi,1009.0,"3-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry"
Hotel Satkar,4.8,varanasi,2528.0,"Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,0"
